Taste,Aluminum,Fluoride,Fizziness
99.542,96.545,101.164,99.641
97.708,99.235,96.447,101.917
92.389,100.964,98.917,97.787
92.253,103.503,101.641,100.889
93.936,112.592,107.091,103.861
95.740,99.381,91.901,105.500
99.235,105.550,99.001,99.381
97.867,98.270,105.553,103.468
106.531,104.787,102.544,103.671
98.809,97.184,97.210,109.153
91.139,101.567,99.811,104.113
94.603,105.089,97.173,98.704
101.325,96.889,94.183,103.099
94.979,100.643,101.564,103.139
88.542,105.730,96.706,96.423
97.776,99.270,101.031,92.897
95.289,99.440,96.194,98.514
96.721,98.292,93.982,102.968
95.610,93.864,97.544,100.088
99.933,97.629,93.026,100.881
96.509,104.800,103.746,103.262
90.935,105.215,102.152,103.347
98.724,98.513,102.701,96.761
93.223,100.206,116.282,100.863
94.571,101.673,108.119,101.916
93.585,96.252,109.520,97.803
95.122,103.976,107.188,97.602
99.023,103.179,106.933,99.908
97.015,95.300,99.568,93.016
96.286,101.173,97.722,92.232
87.898,104.865,96.989,95.230
100.704,106.374,99.788,101.761
102.873,102.114,97.880,98.672
94.306,98.900,96.694,100.121
93.753,91.821,94.599,97.595
90.349,106.691,103.960,93.165
89.983,109.558,98.156,98.414
90.313,101.691,99.380,100.103
96.276,107.657,104.913,94.573
90.336,105.811,106.126,96.426
91.629,106.660,105.678,99.395
94.428,96.101,101.515,105.206
99.839,100.966,96.269,100.133
93.671,104.092,95.605,107.070
93.626,101.434,97.865,94.177
94.640,94.510,99.195,96.081
93.603,101.888,96.352,95.885
94.319,99.866,93.323,97.118
101.543,101.377,97.862,99.772
92.147,104.942,99.820,106.286
99.048,101.141,102.962,101.158
99.279,95.788,99.202,109.755
86.557,101.775,102.498,99.770
99.038,96.143,103.973,94.524
90.309,96.746,102.103,86.871
98.218,97.753,95.726,97.054
87.689,99.067,96.799,99.648
92.121,99.033,90.052,90.081
96.146,105.065,99.966,106.275
85.537,94.318,103.268,101.359
99.275,91.153,95.119,98.019
96.350,94.921,93.915,103.293
87.271,109.442,91.219,104.905
95.986,93.003,108.910,98.516
94.601,104.847,108.458,95.590
94.924,97.837,101.596,103.387
101.461,100.825,94.476,105.128
93.473,110.846,98.477,100.118
106.299,96.605,96.907,99.734
91.592,106.691,102.854,103.695
105.367,99.144,100.822,105.973
98.983,109.805,108.504,98.277
95.005,101.556,95.108,98.460
99.494,98.743,107.087,97.317
101.454,96.129,100.842,97.702
89.349,92.493,97.791,101.943
93.329,95.820,95.679,95.636
91.226,89.424,96.060,95.622
101.082,101.994,102.078,97.865
98.189,100.801,103.074,103.398
82.274,99.788,104.260,95.346
92.648,102.828,106.803,96.673
96.579,102.600,98.940,97.732
94.728,107.064,96.782,101.955
99.312,94.379,98.165,101.177
90.623,99.668,96.939,100.781
98.749,103.917,97.948,105.449
94.861,93.018,99.514,101.205
90.680,94.433,103.844,97.747
100.772,109.925,102.194,104.622
99.349,95.084,104.283,91.538
98.664,98.665,101.539,101.103
92.760,97.333,93.720,103.730
94.031,103.270,97.090,101.234
90.003,100.431,100.868,96.299
100.399,107.480,95.453,101.594
94.909,93.961,96.972,100.174
92.269,97.835,94.455,99.024
99.405,103.423,103.583,97.312
89.492,104.273,100.231,102.950
92.335,91.985,100.230,105.060
91.708,103.370,98.858,109.370
92.142,94.754,96.276,100.998
94.195,102.792,108.675,94.595
95.631,99.303,87.430,93.010
90.550,97.770,93.212,102.186
92.502,101.738,98.866,106.519
106.666,102.604,101.911,109.956
93.442,106.090,105.556,101.115
90.225,97.568,99.031,97.563
88.022,96.417,96.372,102.602
103.679,97.939,100.223,99.096
89.252,98.328,113.311,97.065
88.963,93.931,97.681,101.517
101.754,94.426,98.054,95.760
92.698,105.759,98.431,105.509
90.087,100.108,100.800,98.486
94.243,91.393,101.547,94.031
95.420,106.243,96.750,94.480
97.029,97.894,101.818,99.922
100.268,111.611,99.517,97.521
85.471,108.890,95.116,116.219
92.087,107.459,106.330,105.228
97.244,106.199,111.182,99.614
104.955,99.128,102.516,114.595
100.259,103.102,107.554,91.651
98.350,104.597,101.978,102.456
87.429,100.087,94.867,96.054
67.328,78.302,91.578,55.838
59.532,82.151,88.632,62.385
44.179,86.062,92.675,58.889
55.288,84.542,97.299,63.732
46.714,73.515,101.497,56.122
60.368,69.222,90.449,62.541
46.419,78.862,93.822,60.186
52.233,76.676,105.220,63.345
45.533,76.429,95.050,58.173
47.211,78.740,88.733,60.152
51.245,74.032,91.880,53.868
54.156,77.298,88.224,60.026
47.549,73.122,82.652,62.910
56.779,66.179,91.111,64.591
53.512,64.997,88.194,60.545
58.893,78.439,90.378,58.374
48.290,83.164,87.625,56.966
51.929,80.123,80.795,55.459
48.852,73.489,95.796,49.423
55.430,74.884,90.752,61.915
46.530,82.868,96.308,58.560
40.236,71.563,91.366,54.108
45.932,69.517,84.705,61.477
54.873,77.307,80.003,64.035
53.722,75.536,89.878,58.807
59.073,80.959,93.882,64.671
46.565,68.456,98.793,55.475
54.301,71.719,89.985,63.706
51.273,85.844,86.056,57.936
46.479,83.174,92.981,59.539
52.004,74.476,99.007,68.321
50.831,72.323,92.071,60.585
49.315,68.892,94.573,56.554
46.897,77.902,89.447,59.746
50.951,73.230,91.925,62.596
47.410,71.533,84.378,57.380
40.823,70.407,81.059,62.263
45.373,77.948,79.643,55.936
51.116,71.532,89.009,53.767
49.609,74.963,94.587,72.696
42.873,81.158,79.716,52.214
52.861,67.976,103.842,62.596
48.005,62.847,90.410,62.729
53.998,75.262,86.949,61.611
48.603,74.847,87.886,59.675
53.456,83.316,89.184,67.112
48.077,77.395,88.749,56.922
49.549,81.467,85.158,54.110
49.694,80.029,90.124,63.759
53.205,75.283,87.026,63.471
52.648,80.420,86.122,60.435
47.183,77.811,89.059,58.301
42.084,72.747,78.364,65.733
46.144,85.846,94.838,62.264
46.577,77.487,93.818,59.872
50.324,75.169,79.408,62.449
49.539,80.310,87.471,48.991
46.421,76.238,84.930,63.334
37.700,78.990,90.876,51.017
53.071,76.299,84.655,61.598
44.947,77.959,86.833,66.026
38.456,71.618,81.218,72.316
54.586,71.058,99.598,56.355
53.444,80.169,84.529,61.850
47.149,78.499,89.132,46.605
55.320,76.143,98.558,66.949
53.472,73.736,91.888,53.060
48.092,75.482,96.506,61.163
46.442,62.671,82.622,64.676
48.532,70.819,90.605,55.628
53.186,78.607,85.677,60.537
53.331,75.714,87.696,60.938
55.263,70.621,89.375,57.540
53.124,78.643,96.235,53.760
48.006,74.766,95.253,63.656
44.922,72.453,83.733,61.140
43.821,75.768,85.825,66.156
47.169,74.197,90.917,55.699
49.254,67.670,85.138,54.560
39.292,74.543,92.676,67.235
58.948,68.453,89.071,59.089
44.963,72.623,90.893,59.476
38.521,76.185,89.045,64.333
54.057,72.796,92.858,61.483
45.438,80.224,96.134,58.647
46.971,74.854,91.472,60.304
54.688,72.724,89.772,58.439
50.615,72.418,91.104,57.531
56.399,67.753,84.069,54.150
41.003,80.304,85.845,71.437
50.322,91.389,90.988,54.064
52.770,71.206,91.630,66.391
46.202,79.400,90.736,55.627
49.654,76.553,88.384,62.003
51.331,77.105,89.456,64.019
55.953,73.708,86.422,63.928
47.313,67.295,88.717,58.176
47.308,77.265,84.890,62.619
49.354,75.824,98.732,55.009
56.011,79.708,91.141,54.550
49.588,68.315,83.525,56.572
51.011,76.889,88.338,50.351
52.019,69.763,91.524,52.165
44.553,76.146,83.797,58.437
52.425,77.447,88.563,60.149
46.339,74.819,97.545,64.129
54.304,64.909,80.781,61.111
51.369,71.390,90.412,64.314
42.573,77.699,95.013,66.852
52.587,78.687,86.837,55.512
58.541,72.237,100.539,60.900
52.713,74.951,92.819,58.064
44.337,72.329,86.458,74.631
44.421,72.735,88.852,68.127
50.484,69.973,86.661,55.944
50.710,73.223,95.237,52.687
46.750,70.076,92.398,58.416
51.788,75.982,90.822,55.291
46.959,72.778,92.914,54.517
48.918,75.201,77.017,63.391
52.184,80.546,94.038,64.456
47.044,77.842,91.219,57.595
50.303,75.389,93.781,55.686
54.062,76.628,79.395,57.856
63.660,74.177,93.635,69.203
51.181,77.064,95.468,61.830
50.578,72.896,88.067,55.680
51.778,72.034,89.234,56.979
44.169,82.158,91.906,57.072
49.774,72.624,93.273,54.610
56.983,73.577,87.217,51.542
51.228,85.361,95.673,55.550
55.513,72.640,81.648,49.166
51.050,70.039,85.107,61.598
54.573,78.081,87.159,63.853
43.658,84.168,97.620,62.953
57.981,77.930,94.443,58.798
54.311,79.378,91.629,63.028
43.384,74.287,92.228,64.345
54.363,61.232,92.724,53.299
36.253,75.566,87.927,56.183
48.319,78.351,92.352,66.575
54.746,78.758,89.948,60.059
45.954,74.980,85.897,68.941
61.859,83.430,87.057,53.870
55.083,72.040,91.590,59.925
56.476,71.135,94.559,55.961
43.211,78.899,88.390,57.563
44.044,81.938,95.496,54.636
52.345,69.203,86.159,61.363
47.712,69.560,93.180,60.463
55.658,79.461,88.283,64.286
45.951,71.572,93.090,56.927
45.773,76.897,91.340,63.978
52.816,76.695,86.195,56.020
55.448,73.604,94.752,55.045
50.942,62.758,88.864,62.390
60.250,79.044,92.059,57.952
55.048,81.344,68.946,64.449
42.618,74.889,91.760,57.484
50.652,69.078,89.068,62.074
54.650,73.762,86.940,58.345
52.301,76.081,88.274,48.086
47.834,75.658,97.276,59.083
43.303,75.066,99.110,65.981
49.365,71.640,97.285,60.301
47.375,74.419,88.043,56.302
50.562,80.754,82.042,53.055
48.544,74.804,85.742,55.473
50.186,74.058,88.899,64.266
46.190,79.346,97.075,57.821
57.175,76.306,80.742,57.021
51.075,73.020,91.814,61.092
48.990,73.173,88.118,59.502
50.656,73.720,88.023,62.641
56.537,77.242,88.779,63.950
49.722,71.011,90.745,56.808
49.610,71.929,86.152,56.713
48.773,70.649,101.959,53.140
47.453,69.177,89.025,55.480
55.328,71.965,98.085,57.975
43.057,74.355,87.941,60.343
47.719,77.831,89.150,67.140
47.911,72.997,86.875,56.794
52.980,82.064,94.557,54.554
48.918,80.581,97.128,59.041
57.460,73.539,86.110,60.337
54.131,75.911,86.587,64.584
46.941,75.617,83.545,58.311
50.848,77.021,89.775,65.791
53.531,71.980,89.860,58.524
50.942,69.264,95.367,71.274
47.849,76.792,81.031,55.233
53.703,80.952,93.462,61.296
55.199,71.664,89.711,57.141
55.642,82.039,99.282,64.069
53.414,73.025,92.371,58.815
54.279,70.896,85.392,58.496
55.195,63.304,89.767,67.445
53.325,81.196,90.109,65.650
47.596,78.475,96.892,55.842
44.745,69.382,85.987,58.384
50.954,74.228,84.628,63.227
40.879,72.733,86.630,66.407
52.754,73.343,85.125,56.771
47.922,70.880,92.025,50.941
44.999,78.731,102.668,61.607
53.676,62.245,83.294,65.323
58.643,70.226,89.835,54.041
47.813,69.052,94.753,63.722
52.500,76.099,89.823,63.421
48.408,73.625,87.257,66.228
51.020,77.587,87.108,51.734
56.155,80.247,89.107,59.549
52.457,77.469,97.787,53.007
47.193,75.333,94.604,56.684
43.154,76.577,99.597,61.979
42.783,81.095,102.378,61.737
53.027,80.145,89.409,64.388
47.910,70.956,77.137,58.139
55.552,76.432,87.004,58.884
50.154,74.959,78.046,62.194
52.359,70.020,81.390,61.625
44.215,69.263,98.042,66.757
49.530,71.843,86.284,60.987
48.049,74.401,98.311,61.150
52.700,75.828,87.482,62.093
53.089,77.995,94.758,57.518
49.477,75.322,90.835,66.615
47.882,76.476,81.384,57.140
53.375,76.076,88.178,56.989
50.565,81.520,85.276,63.519
50.844,72.422,88.098,58.680
52.844,82.366,77.950,55.956
52.656,69.073,91.711,66.240
52.604,72.715,96.173,55.629
46.508,77.273,87.477,65.606
55.060,83.557,86.121,51.599
49.127,78.639,87.277,52.963
64.968,73.967,90.569,55.264
54.589,74.809,94.137,54.485
48.313,77.434,91.083,63.172
51.988,67.274,93.666,67.208
50.554,90.759,94.014,61.638
51.557,70.978,88.814,58.649
50.565,75.591,89.349,66.459
47.898,70.554,94.308,59.035
53.569,69.365,97.767,61.007
53.129,86.488,97.279,67.813
50.401,75.584,94.026,56.987
57.479,83.417,97.315,61.879
48.831,71.414,88.017,58.522
56.551,79.900,94.308,63.841
48.900,77.040,90.957,53.615
50.609,80.442,92.087,62.217
51.423,70.070,91.984,60.516
46.819,79.527,83.164,62.373
52.560,72.107,96.011,65.559
42.536,72.475,95.444,57.942
42.406,75.838,100.013,56.378
48.256,71.504,88.355,53.952
50.976,79.995,86.028,62.926
47.890,79.366,88.223,60.442
48.259,80.003,92.138,62.388
49.025,75.878,90.615,56.896
51.782,77.086,90.703,54.898
55.414,72.934,93.193,59.719
52.803,77.709,88.263,58.339
51.105,74.495,96.093,59.220
64.087,77.127,89.648,47.894
48.985,80.024,84.207,61.481
47.822,84.861,83.481,64.526
56.467,75.434,85.981,65.401
51.808,66.442,96.906,53.809
52.906,79.710,98.670,60.482
44.254,76.888,87.635,52.801
47.628,68.557,90.867,54.791
43.515,78.675,97.001,58.523
43.630,79.609,101.068,64.553
48.030,73.728,90.938,66.062
52.626,78.125,87.099,59.976
49.960,78.370,101.837,61.249
44.515,81.585,77.583,65.008
55.318,72.188,95.494,66.806
54.687,69.381,91.402,61.233
55.308,76.550,89.729,63.670
48.948,73.620,91.721,59.036
48.049,70.133,97.859,54.953
54.834,71.058,90.269,58.031
61.834,72.871,83.971,62.113
50.270,73.086,85.192,55.258
45.470,75.988,86.606,59.932
50.474,77.147,85.430,60.198
50.370,72.861,90.021,68.894
42.842,74.295,87.399,57.001
49.473,82.103,85.825,65.918
54.610,83.503,98.872,62.597
52.345,73.069,97.927,56.371
54.517,77.507,85.622,69.263
52.747,79.053,95.037,57.865
54.238,74.446,87.195,53.303
53.221,75.462,90.603,62.951
55.418,70.050,91.706,47.714
45.235,70.265,85.547,66.502
55.583,78.930,99.595,57.167
46.260,82.636,92.357,63.627
55.386,74.370,93.117,67.351
51.312,83.834,89.654,53.461
39.712,77.952,96.939,58.462
50.566,69.782,92.577,54.686
44.532,72.776,92.749,58.122
50.392,76.267,93.476,68.653
46.260,82.335,89.261,58.845
52.729,76.292,92.946,57.342
36.295,73.528,85.749,63.212
53.124,76.187,87.141,57.749
48.664,63.496,87.788,59.829
43.556,77.766,86.011,55.723
48.853,74.127,88.080,63.330
48.249,75.335,100.287,61.412
51.437,69.342,86.558,58.543
48.886,83.759,91.147,69.801
47.892,65.213,99.075,58.173
47.140,71.325,86.269,58.515
52.303,79.201,85.235,61.836
54.173,83.503,98.422,62.543
46.986,72.938,84.013,54.669
56.995,68.430,92.171,64.449
50.352,70.159,90.729,55.789
45.807,77.837,85.129,61.209
57.328,66.463,94.438,57.652
55.717,75.021,85.479,56.745
46.400,69.306,99.105,64.656
42.563,78.539,80.214,60.027
50.538,87.179,92.984,64.731
48.878,78.456,103.078,63.246
47.600,69.801,86.478,59.395
50.367,68.887,85.587,73.361
58.286,68.706,86.215,59.407
53.288,77.274,94.042,55.854
53.265,75.152,91.436,55.621
49.773,68.223,85.669,50.323
50.475,80.603,92.076,57.398
50.765,80.925,93.835,56.929
56.001,77.219,92.472,64.920
48.755,84.866,95.229,62.209
50.380,75.882,89.051,61.870
44.331,78.544,83.117,55.119
41.618,73.570,89.803,57.860
51.406,79.249,80.246,61.774
50.721,88.858,83.708,60.737
50.611,71.163,87.652,68.056
47.949,80.195,90.409,63.185
57.881,70.851,94.437,58.768
59.127,73.290,78.081,51.042
43.134,80.588,89.476,63.352
51.891,66.999,88.313,50.490
52.576,83.181,96.236,69.508
49.504,72.325,85.871,56.213
58.338,70.429,90.393,57.927
49.053,73.938,88.087,62.837
43.085,77.005,100.576,58.689
48.216,78.516,84.017,55.471
46.300,82.056,87.613,47.524
50.761,73.215,89.626,50.028
51.162,73.951,85.877,53.463
52.976,75.771,91.831,52.511
56.118,78.197,88.465,65.248
53.632,67.746,96.431,65.202
47.027,74.672,87.974,60.220
47.875,74.029,96.712,64.183
54.589,75.584,90.196,63.106
57.915,74.907,99.247,62.231
55.528,86.636,101.581,55.338
43.680,83.206,95.545,59.616
41.892,84.574,96.843,61.511
44.289,75.059,91.286,58.748
53.805,69.904,95.813,48.909
47.325,81.687,96.181,59.034
44.484,75.195,86.824,62.549
57.352,71.024,91.950,58.509
54.310,75.079,91.780,58.208
53.111,73.523,91.168,57.601
50.309,73.650,94.543,59.611
46.115,76.740,92.475,56.013
52.772,83.705,85.418,63.860
51.576,70.744,96.642,61.768
53.377,78.352,85.119,68.202
47.033,72.879,83.828,59.668
47.057,72.657,95.174,65.669
50.649,76.964,88.947,63.666
47.049,73.400,82.417,62.540
39.865,65.745,87.903,62.964
55.859,72.599,93.629,58.465
50.916,71.504,82.578,63.190
46.771,72.416,85.245,60.634
51.200,70.816,86.789,66.564
46.790,74.195,91.067,65.041
52.741,70.570,86.720,60.597
47.583,64.767,85.106,63.401
55.331,72.474,87.843,58.530
57.777,76.364,93.424,54.360
51.955,70.236,91.298,61.801
53.319,72.740,85.964,55.145
51.358,75.105,90.656,56.485
57.229,64.275,92.215,53.428
57.470,70.433,92.399,53.240
44.999,76.644,86.771,65.096
53.983,78.297,96.228,63.276
37.360,82.672,89.175,56.593
51.016,69.359,85.644,62.796
49.955,68.667,90.705,65.370
43.806,87.134,90.412,56.598
56.209,79.249,89.192,64.618
50.762,76.808,74.960,58.089
51.071,71.411,89.007,63.658
51.643,72.739,84.017,64.178
42.187,83.353,85.060,69.732
51.887,70.147,100.957,63.669
45.933,80.561,97.627,61.378
49.651,74.807,93.596,54.629
50.384,77.972,89.351,55.827
54.592,74.599,82.719,59.090
39.295,76.975,84.964,59.932
49.819,74.227,90.488,58.087
59.193,78.639,95.518,54.364
51.751,79.164,88.706,62.532
49.661,65.130,83.690,58.450
49.020,62.448,87.280,54.282
51.990,75.700,89.995,66.051
45.869,78.526,88.268,50.081
45.644,68.122,78.444,55.385
43.975,76.470,95.389,65.427
45.134,71.588,84.948,63.425
47.080,69.798,86.697,59.831
48.506,73.292,101.373,56.716
51.879,74.623,86.588,61.991
55.897,64.555,92.682,56.179
42.979,75.221,89.496,63.625
44.775,91.926,97.977,59.405
50.981,78.314,92.506,58.070
56.559,73.699,82.628,58.912
50.944,67.134,95.856,58.336
54.554,75.836,83.080,57.034
50.051,79.506,95.455,60.058
50.985,69.310,89.389,55.287
48.344,75.287,93.737,63.264
54.445,80.099,104.731,59.393
54.360,72.116,97.002,55.841
48.544,68.414,92.043,57.762
53.162,80.854,91.666,58.313
47.820,68.663,82.746,59.949
61.478,72.274,83.578,67.994
54.662,68.067,96.265,60.195
45.434,81.153,93.068,55.498
49.887,68.682,98.852,52.618
48.064,69.117,87.941,54.695
48.818,77.910,88.522,57.260
47.492,70.489,93.302,61.249
50.969,79.537,82.940,62.869
54.420,74.428,93.484,65.615
49.963,78.901,91.267,66.792
55.330,77.322,80.882,58.639
46.942,66.121,89.459,57.239
37.556,78.387,87.735,62.811
41.625,75.561,87.836,68.010
51.773,73.622,89.584,50.648
51.627,83.590,93.252,63.159
41.743,71.128,90.641,59.182
49.092,84.929,83.759,59.498
46.229,74.223,89.667,48.057
45.814,79.785,92.606,59.563
51.714,81.459,101.381,65.047
51.373,63.767,86.572,58.449
57.138,67.964,90.837,58.196
49.167,74.779,88.234,62.672
45.218,69.351,96.515,57.233
56.343,68.654,95.681,63.069
41.992,67.464,89.821,69.702
44.059,67.256,96.291,56.011
55.467,83.573,89.427,66.625
48.836,72.534,96.225,58.527
52.663,80.082,93.569,63.104
50.772,78.435,89.773,65.005
49.664,70.356,90.831,61.206
49.066,68.334,90.473,52.189
54.854,87.153,92.564,68.883
45.832,75.921,85.758,59.657
44.528,70.508,93.635,57.435
49.354,77.555,96.284,63.827
54.071,86.672,103.061,62.315
51.172,74.157,93.364,68.305
42.578,69.464,89.442,56.839
46.672,72.207,81.766,71.451
55.148,74.441,89.067,60.672
54.304,78.159,93.825,61.286
51.668,77.648,91.793,55.381
57.988,80.271,95.110,59.684
54.955,86.616,92.623,53.671
45.696,67.849,88.447,55.071
43.743,71.786,95.283,67.475
53.445,75.672,88.522,48.246
48.389,79.381,96.452,64.691
43.471,72.289,90.282,56.562
46.931,69.334,98.638,63.941
63.525,74.816,94.811,65.138
44.568,73.178,104.719,53.195
42.185,74.769,99.336,70.924
47.668,70.352,81.284,59.673
45.379,77.601,83.521,56.661
53.116,73.898,88.751,62.712
50.077,67.890,92.725,54.589
52.989,67.791,93.502,61.231
43.026,78.083,84.298,60.626
51.889,73.359,100.124,57.698
55.468,73.405,73.975,63.632
53.798,82.427,86.569,59.009
47.383,77.179,93.164,69.037
58.789,70.107,89.145,72.714
42.560,74.711,98.412,57.758
45.195,67.552,88.041,54.765
44.554,81.039,94.516,62.736
46.430,69.328,91.047,66.646
46.169,76.786,86.972,63.403
57.812,67.214,96.590,60.460
50.953,72.918,93.696,59.732
49.068,77.441,90.333,61.969
51.325,72.517,87.551,66.248
52.308,80.355,79.877,65.232
46.218,82.008,95.168,66.084
52.070,72.401,94.603,61.264
50.639,67.367,89.887,57.214
51.296,81.578,85.071,64.033
45.149,78.173,94.068,56.255
50.575,70.209,90.924,69.569
49.739,66.253,94.224,56.510
56.442,70.152,88.891,56.284
56.742,69.122,96.397,58.368
49.073,81.376,91.906,54.288
55.303,79.251,94.424,62.107
50.783,70.739,92.773,62.740
52.351,81.251,89.798,61.855
55.388,71.561,89.901,65.437
50.796,82.694,89.477,63.273
49.788,69.987,91.137,58.394
50.241,68.874,86.773,54.922
53.136,72.369,98.351,48.916
60.328,70.227,86.264,64.252
48.105,73.060,81.161,57.812
38.123,83.034,91.362,55.455
56.223,68.401,89.520,62.032
45.432,77.752,87.165,51.692
51.595,72.515,89.961,66.122
48.742,73.234,97.099,64.528
51.127,74.876,85.195,60.317
39.454,72.870,91.390,59.339
50.280,68.884,97.508,64.884
49.795,81.520,87.169,55.658
48.758,67.274,105.266,58.864
62.534,72.238,92.671,75.954
50.174,79.518,90.573,60.181
49.506,76.915,95.366,63.457
46.251,75.892,83.408,51.862
54.132,79.547,99.776,54.323
53.117,82.950,84.090,62.156
47.934,73.789,91.553,54.810
50.592,71.351,87.615,53.741
49.547,76.972,96.505,60.565
60.074,72.689,89.515,64.743
53.520,69.819,85.960,57.486
56.180,78.063,95.741,54.715
38.161,69.145,89.989,46.030
54.601,72.655,90.602,62.749
52.987,58.676,92.791,57.473
36.449,75.751,82.076,64.502
61.314,74.754,93.827,56.310
47.390,77.549,93.900,56.231
52.151,75.775,84.237,61.847
44.963,78.942,92.965,63.864
51.471,73.769,73.769,62.453
52.313,72.692,95.181,62.801
42.964,70.870,87.800,52.933
47.125,78.626,82.581,54.751
50.507,77.586,91.978,63.519
42.592,80.195,89.211,59.297
48.224,70.886,92.004,50.552
51.876,79.783,94.739,62.831
44.821,81.467,96.222,55.169
40.083,76.866,79.821,51.415
52.700,70.711,90.262,71.974
54.774,74.057,93.860,63.447
49.127,80.696,90.800,62.384
48.434,71.055,93.567,62.550
44.379,78.687,82.773,57.332
51.673,76.230,89.130,64.985
50.708,72.146,97.282,64.664
51.245,76.412,93.003,49.599
43.488,78.518,92.079,53.123
39.478,84.168,85.022,59.163
54.073,71.689,84.792,56.795
52.352,74.723,82.225,49.776
53.581,82.541,91.280,69.062
50.093,71.249,89.777,69.037
65.023,68.177,92.702,59.650
48.438,79.748,81.666,59.258
49.770,70.201,93.650,74.579
47.118,79.118,96.294,56.900
46.247,74.606,81.982,61.046
51.669,80.591,92.602,54.945
54.824,77.578,91.089,62.926
47.209,66.555,87.541,54.099
46.130,75.446,89.742,58.970
55.865,73.537,95.986,63.949
49.934,80.353,87.121,60.315
41.485,67.860,88.916,61.091
53.134,77.397,86.184,58.830
46.643,76.485,90.379,60.593
53.831,77.651,90.293,58.620
54.345,81.107,96.152,65.451
48.525,81.469,93.181,60.069
50.708,72.342,82.365,61.391
55.311,79.854,86.718,58.103
47.353,77.284,89.270,54.475
44.242,77.571,90.408,55.402
41.204,82.457,95.066,64.206
37.861,81.633,92.010,58.975
56.113,77.769,83.618,58.394
47.900,73.429,85.208,52.929
53.154,81.294,92.507,53.403
51.058,78.817,86.687,59.019
53.196,73.777,91.278,54.709
56.499,76.450,88.866,55.578
45.722,76.012,94.367,63.432
51.245,78.905,94.614,62.125
46.464,80.370,83.993,66.677
41.248,81.028,81.411,56.592
44.358,79.159,97.514,61.495
49.149,75.774,88.805,60.495
45.779,75.405,89.401,63.603
44.098,76.897,89.660,62.325
53.083,67.424,80.910,65.403
51.136,66.378,90.943,64.841
39.298,78.521,92.402,62.950
42.433,76.810,92.115,51.956
41.771,72.679,87.515,58.906
50.127,70.459,91.022,50.095
48.015,72.519,92.768,74.365
46.793,73.137,89.410,57.132
51.568,72.297,92.849,65.792
52.229,84.218,94.454,59.065
46.371,65.750,85.288,52.876
47.161,72.310,92.188,61.132
45.847,67.169,89.319,54.864
44.841,75.064,93.711,58.713
53.947,73.706,85.457,61.318
41.799,68.546,91.308,55.650
47.283,77.810,100.833,61.087
50.082,69.575,91.260,63.002
51.360,77.754,96.033,64.477
42.414,83.365,93.490,60.979
50.400,76.742,96.291,64.634
53.236,76.253,91.607,61.187
45.433,72.555,81.641,60.587
46.173,68.206,90.640,54.193
52.740,83.647,95.203,59.394
49.991,71.422,85.749,62.178
45.486,66.063,94.708,57.019
43.312,71.415,88.512,68.181
52.953,68.985,86.003,60.718
47.741,76.508,95.372,62.938
47.461,70.562,91.070,59.170
50.430,68.638,97.629,63.338
48.217,76.716,93.175,63.520
51.956,82.268,84.422,68.904
50.924,75.134,92.820,47.622
46.498,83.679,95.353,60.596
42.897,73.849,85.683,63.088
51.958,75.359,93.273,58.671
53.020,82.215,86.893,62.956
44.426,64.340,82.668,64.675
44.839,75.899,95.560,59.483
52.697,80.239,90.268,65.494
40.733,75.754,87.102,63.631
48.687,75.972,89.625,60.083
48.539,80.282,85.317,62.644
46.934,77.374,94.367,56.229
37.994,79.347,88.077,55.295
57.929,79.907,89.987,53.364
52.500,79.315,89.517,51.202
45.374,72.248,91.725,61.766
46.506,83.532,81.465,62.205
47.281,73.105,91.772,54.727
43.062,67.196,97.655,59.279
52.591,66.894,97.924,59.440
48.610,67.659,93.875,60.167
45.540,68.418,92.839,50.798
48.620,71.762,93.030,57.649
54.272,77.883,84.350,58.612
50.105,64.328,89.812,63.428
51.155,79.774,84.519,61.887
61.721,77.052,97.324,60.291
49.257,83.439,82.494,53.990
58.191,75.548,87.306,63.808
46.774,75.300,87.485,64.716
51.522,70.400,87.192,61.870
46.212,82.007,77.607,60.710
57.404,74.599,82.677,57.988
54.928,82.742,98.431,60.208
50.514,71.010,96.309,59.413
54.352,78.748,92.923,61.172
49.734,72.392,96.341,55.923
52.766,72.392,91.561,61.161
43.644,79.578,83.201,61.627
49.828,71.439,97.866,62.311
46.376,75.681,93.597,62.150
53.971,73.119,89.408,58.793
51.797,71.422,87.237,57.100
56.568,86.491,88.654,62.081
51.855,72.125,89.059,63.503
55.244,74.402,94.716,54.506
49.274,71.348,90.800,66.196
49.761,74.676,92.401,63.617
46.367,67.372,82.306,63.486
51.811,70.421,91.677,61.655
58.271,75.864,89.849,55.098
58.575,77.919,92.267,61.400
60.213,74.793,89.417,61.169
48.470,66.112,87.657,64.827
55.424,73.669,91.415,48.603
46.214,74.335,89.562,62.908
52.967,72.117,80.539,59.799
51.930,80.414,91.993,58.556
52.948,80.622,94.831,67.025
55.826,75.188,86.314,56.022
50.814,72.753,93.652,50.238
47.075,76.272,95.294,60.975
49.860,72.309,91.176,66.133
51.643,70.897,89.472,61.690
46.084,78.767,86.810,53.759
56.094,79.692,85.508,58.973
48.257,76.274,95.188,52.557
46.391,81.228,83.338,51.791
50.694,70.951,84.416,61.296
47.660,66.525,91.767,56.656
50.034,81.644,101.489,54.341
